net,length_um
_09458_,180.4
_10938_,180.36
_05593_,180.345
decode.id_ex_imm_reg\[11\],180.26
_10907_,180.17
execute.csr_read_data_out_reg\[6\],180.02
_11090_,180.01
execute.io_reg_pc\[6\],180.01
_09210_,179.91
_12616_,179.72
_03317_,179.7
_05577_,179.69
_12724_,179.57
_09079_,179.5
net57,179.31
_07366_,179.3
_08991_,179.11
_09888_,178.95
_11417_,178.9
_11023_,178.88
csr.io_csr_address\[3\],178.78
_11093_,178.74
_01422_,178.665
_10867_,178.165
_10704_,177.82
net99,177.71
_09491_,177.61
_07367_,177.58
decode.regfile.registers_11\[28\],177.565
net29,177.56
_12830_,177.53
_12709_,177.44
_10991_,177.4
decode.id_ex_imm_reg\[1\],177.32
decode.id_ex_rs1_data_reg\[31\],177.31
decode.id_ex_rs1_data_reg\[2\],177.18
_10375_,177.1
_11466_,177.1
_07164_,176.98
_10520_,176.745
_11462_,176.73
_03596_,176.55
net43,176.41
_08703_,176.3
_03658_,176.28
_10923_,176.2
_09887_,176.03
net135,175.94
execute.io_reg_pc\[2\],175.81
_07034_,175.8
net35,175.74
execute.csr_read_data_out_reg\[18\],175.66
_04112_,175.62
_06126_,175.58
_04270_,175.57
execute.io_reg_pc\[19\],175.41
_05594_,175.305
csr.io_inst_retired,175.27
_04537_,175.265
_11493_,175.26
_09340_,175.11
_11284_,175.08
_08561_,174.75
_04290_,174.58
_11396_,174.43
_05740_,174.26
_10978_,174.24
net155,174.14
net33,174.13
_03452_,173.945
_12719_,173.94
_10864_,173.78
_11157_,173.58
_12490_,173.47
net2800,173.44
_10928_,173.41
_10332_,173.23
decode.regfile.registers_9\[25\],173.045
_03763_,172.99
_04277_,172.94
decode.id_ex_pc_reg\[14\],172.89
_06317_,172.88
_12610_,172.835
_03314_,172.76
_03918_,172.72
decode.id_ex_rs2_data_reg\[2\],172.64
_09825_,172.62
_12673_,172.55
net134,172.5
_09036_,172.44
_03659_,172.38
_12670_,172.23
_11810_,172.16
net1733,172.03
_10477_,171.92
_08946_,171.84
_08951_,171.775
_12555_,171.695
decode.id_ex_ex_rd_reg\[3\],171.68
net2483,171.37
decode.id_ex_rs2_data_reg\[29\],171.34
_11623_,171.32
csr.io_mem_pc\[0\],171.32
_12597_,171.315
_11465_,171.3
_12604_,171.26
_09664_,171.245
_11080_,171.24
_13020_,171.24
_07611_,171.14
_03817_,171.12
_07064_,171.03
_10003_,171.02
_11141_,171.02
_11021_,170.71
execute.io_reg_pc\[13\],170.495
_10694_,170.43
_12682_,170.36
_12708_,170.3
_05622_,170.275
_08701_,170.22
_03777_,170.17
_07087_,170.04
_08710_,170.04
_09676_,170.03
_00690_,169.965
decode.id_ex_rs2_data_reg\[17\],169.92
_00718_,169.835
_09545_,169.62
_12603_,169.62
_03997_,169.6
_03977_,169.54
_10946_,169.54
_11170_,169.465
_12723_,169.32
_05559_,169.29
_06629_,169.195
decode.id_ex_rs1_data_reg\[4\],169.18
decode.id_ex_imm_reg\[27\],169.11
_12664_,169.045
_10086_,169.02
_00555_,168.965
_04515_,168.86
_11183_,168.84
_13147_,168.84
_13063_,168.8
_12776_,168.5
_09751_,168.43
_12566_,168.41
net58,168.34
_04386_,168.26
_10806_,168.255
_09987_,168.24
_11196_,168.04
_12835_,167.96
_04254_,167.935
_04360_,167.77
_04349_,167.73
_11964_,167.72
_11199_,167.71
_11139_,167.65
_11289_,167.64
_09502_,167.62
_06619_,167.42
_09995_,167.42
_03688_,167.39
_11262_,167.22
_09566_,167.21
_12489_,167.13
decode.id_ex_imm_reg\[14\],166.91
_09988_,166.9
net32,166.88
_05678_,166.64
execute.io_reg_pc\[1\],166.56
_09333_,166.52
net49,166.44
_05867_,166.24
_10998_,166.225
_11106_,166.17
_09033_,166.11
_05239_,166.08
_05059_,166.02
_10747_,166
_10243_,165.99
_12967_,165.99
_05595_,165.83
_04508_,165.66
_05536_,165.52
_10710_,165.52
_13050_,165.5
_05538_,165.38
_00557_,165.235
_12838_,165.22
_11136_,165.14
net242,164.98
_09512_,164.94
_10021_,164.635
_05582_,164.485
net42,164.4
_06248_,164.34
_12505_,164.19
_12554_,164.09
_09891_,164.04
_11166_,164.02
_12561_,163.99
net23,163.94
_10152_,163.9
_12548_,163.855
_03383_,163.84
_11131_,163.51
_09448_,163.28
_10990_,163.27
csr._mcycle_T_2\[14\],163.23
execute.io_reg_pc\[20\],163.13
_09250_,163.07
_12602_,162.915
execute.csr_read_data_out_reg\[22\],162.9
_11201_,162.89
_11208_,162.735
net48,162.66
_04444_,162.64
_12592_,162.5
decode.id_ex_rs2_data_reg\[5\],162.48
_09675_,162.29
net62,162.05
net60,161.93
_00933_,161.885
_04321_,161.79
net41,161.78
_10131_,161.58
_10080_,161.21
_05578_,161.16
_04439_,161
_10206_,160.99
_12630_,160.98
_03235_,160.8
_09900_,160.76
_04115_,160.73
_10464_,160.63
_06493_,160.62
_11083_,160.62
_11291_,160.53
_07379_,160.34
_04857_,160.27
csr._minstret_T_3\[55\],160.26
execute.io_reg_pc\[28\],160.2
_12571_,160.12
decode.id_ex_pc_reg\[18\],160.09
_11258_,160.07
decode.id_ex_rs2_data_reg\[10\],160.02
execute.csr_read_data_out_reg\[23\],159.94
_12729_,159.9
_11219_,159.8
_03919_,159.73
_07017_,159.72
execute.io_reg_pc\[14\],159.68
_05411_,159.595
execute.csr_read_data_out_reg\[8\],159.46
net353,159.39
decode.id_ex_rs2_data_reg\[3\],159.36
_11440_,159.355
_05592_,159.34
_09937_,159.34
csr.io_mem_pc\[1\],159.24
_10060_,159.23
_12714_,159.16
_07726_,159.11
_04233_,159.1
_04362_,159.01
_09894_,158.92
_12541_,158.91
_04963_,158.89
decode.id_ex_imm_reg\[10\],158.645
decode.id_ex_rs2_data_reg\[30\],158.64
_07070_,158.6
decode.id_ex_ex_rd_reg\[1\],158.51
net188,158.29
_06670_,158.26
_10605_,158.21
_12775_,158.21
_11403_,158.085
net65,158.07
_05572_,158.055
_12834_,157.83
_10010_,157.76
net51,157.69
csr.io_csr_address\[4\],157.68
_12889_,157.6
net40,157.54
_10689_,157.52
_12395_,157.46
_03764_,157.36
_03907_,157.335
_00571_,157.235
execute.csr_read_data_out_reg\[5\],157.18
net63,157.17
_12615_,157.04
_05246_,156.98
_10162_,156.98
_12587_,156.8
_11127_,156.71
_05625_,156.66
_11313_,156.6
_04306_,156.57
_09852_,156.36
_10463_,156.08
_12599_,156.05
_03725_,155.73
_10961_,155.71
_10659_,155.7
_12872_,155.68
_06325_,155.625
_12329_,155.54
_05109_,155.5
_11119_,155.26
_10589_,155.25
_12595_,155.05
_12544_,155.02
net46,155.02
_04274_,154.92
_10992_,154.72
_03881_,154.64
_04949_,154.37
_04346_,154.165
decode.id_ex_imm_reg\[7\],153.85
execute.io_reg_pc\[25\],153.76
execute.csr_read_data_out_reg\[30\],153.74
_11079_,153.71
_06320_,153.64
_04117_,153.6
_04245_,153.445
_10635_,153.435
_03776_,153.38
_11071_,153.285
_10971_,153.28
_10948_,153.22
_03914_,153.14
net2581,153.03
_09838_,152.97
_05418_,152.935
_04205_,152.78
_04541_,152.655
_11104_,152.61
execute.io_reg_pc\[16\],152.575
_05068_,152.54
_00570_,152.535
_11346_,152.52
_10522_,152.36
_11063_,152.36
net36,152.24
_00549_,152.22
_03700_,152.13
_09890_,152.12
_04295_,152.1
net50,152.09
_04166_,152.02
_04320_,151.995
decode.id_ex_pc_reg\[19\],151.96
_04137_,151.9
_09213_,151.82
decode.id_ex_rs2_data_reg\[7\],151.675
_11064_,151.66
_12663_,151.615
_10517_,151.48
net87,151.46
_10681_,150.98
_11016_,150.915
_10377_,150.885
net64,150.85
_10287_,150.84
net61,150.84
_03744_,150.78
_10654_,150.64
_12759_,150.52
decode.id_ex_rs2_data_reg\[6\],150.15
_10667_,150.07
_10834_,149.98
_11296_,149.89
_03889_,149.705
_10980_,149.64
net150,149.62
_04010_,149.6
_04056_,149.49
_09720_,149.29
_09940_,149.16
decode.id_ex_rs2_data_reg\[28\],149.1
_07518_,149.06
_03726_,149.02
execute.io_reg_pc\[30\],148.9
_04160_,148.88
_00575_,148.82
csr._minstret_T_3\[63\],148.7
decode.regfile.registers_11\[27\],148.7
_07851_,148.66
decode.id_ex_ex_rs1_reg\[1\],148.4
_12545_,148.075
_11112_,148.06
_04428_,148.045
_09492_,147.995
_11110_,147.88
_12525_,147.88
_02963_,147.76
_05748_,147.76
_04942_,147.75
_05551_,147.72
_11207_,147.715
decode.control.io_funct7\[5\],147.71
_12534_,147.695
_11349_,147.4
_05573_,147.305
_09763_,147.12
_11248_,147.12
_05420_,147.02
_11300_,146.79
_03590_,146.765
decode.id_ex_imm_reg\[22\],146.56
_13031_,146.51
net38,146.47
_03665_,146.42
_03837_,146.24
_10333_,146.22
decode.id_ex_pc_reg\[30\],146.2
csr.mcycle\[8\],146.04
_10507_,145.97
decode.id_ex_imm_reg\[26\],145.96
_10629_,145.78
csr._minstret_T_3\[36\],145.66
_05526_,145.65
_11006_,145.62
net37,145.59
_06679_,145.51
_10597_,145.49
execute.io_reg_pc\[17\],145.36
_05155_,145.11
decode.id_ex_imm_reg\[5\],145.1
_04028_,145.03
execute.csr_read_data_out_reg\[27\],144.92
_00548_,144.86
_11274_,144.76
_11152_,144.63
_11361_,144.56
net52,144.52
execute.io_reg_pc\[24\],144.5
csr._minstret_T_3\[32\],144.36
_12496_,144.34
_12552_,144.23
_12678_,144.065
net293,144
_04054_,143.93
_04325_,143.83
_11735_,143.82
_10390_,143.76
decode.id_ex_imm_reg\[6\],143.7
_05575_,143.695
_11448_,143.69
_12568_,143.66
_07825_,143.645
_03599_,143.56
_10969_,143.46
_04259_,143.4
_07345_,143.395
_05565_,143.37
_03605_,143.3
_09963_,143.28
_10944_,143.25
_12697_,143.23
_10328_,143.08
_10972_,143.06
_10468_,142.94
_12909_,142.93
_05574_,142.81
_10926_,142.7
_04324_,142.62
_04373_,142.595
_04209_,142.42
_03759_,142.385
_11087_,142.34
_04206_,142.33
_11486_,142.285
_03012_,142.16
_12901_,142.09
_04269_,142.04
_05084_,141.97
net190,141.87
decode.id_ex_imm_reg\[21\],141.77
_03707_,141.74
_12516_,141.68
decode.regfile.registers_11\[9\],141.505
_00930_,141.495
_05879_,141.47
execute.io_reg_pc\[12\],141.3
decode.id_ex_imm_reg\[23\],141.26
_09981_,141.24
_12565_,141.24
_11614_,141.165
_03984_,141.12
net39,141.12
_03757_,141.04
_04294_,140.965
clknet_leaf_85_clock,140.92
_10291_,140.82
decode.id_ex_rs2_data_reg\[18\],140.7
execute.io_reg_pc\[31\],140.6
_04243_,140.535
_10711_,140.44
_11468_,140.42
execute.csr_read_data_out_reg\[7\],140.41
_13011_,140.39
_09170_,140.35
_12488_,140.24
_12734_,140.24
execute.io_mem_memtoreg\[0\],140.115
csr._mcycle_T_2\[7\],140.11
_12927_,139.84
_06656_,139.82
_10964_,139.71
net2583,139.66
_03956_,139.635
_03908_,139.55
csr.mcycle\[29\],139.495
_00574_,139.48
_11175_,139.48
_00554_,139.44
_11186_,139.34
_09892_,139.315
_11250_,139.2
_12888_,138.995
_10420_,138.96
net164,138.94
_12133_,138.77
_10649_,138.75
execute.io_reg_pc\[18\],138.63
_07873_,138.62
_11740_,138.62
_05603_,138.54
_09589_,138.45
_11928_,138.44
_04334_,138.38
_03770_,138.2
_11348_,138.14
_13047_,138.09
_04180_,137.96
_12580_,137.92
csr.minstret\[30\],137.92
_03987_,137.91
_06124_,137.76
_10398_,137.52
execute.csr_read_data_out_reg\[26\],137.5
_05937_,137.4
_11084_,137.38
_13347_,137.38
csr._mcycle_T_2\[31\],137.38
_07800_,137.375
_06318_,137.3
_11333_,137.14
csr.mcycle\[24\],137.04
_11884_,137.02
_11091_,136.98
_10506_,136.97
_00553_,136.965
_03715_,136.87
_08904_,136.72
_09183_,136.715
decode.id_ex_imm_reg\[20\],136.71
_04872_,136.7
net1957,136.67
_12669_,136.66
_00406_,136.655
_07865_,136.6
csr.ie,136.575
_09723_,136.525
_11509_,136.46
_11255_,136.43
_11359_,136.365
_06587_,136.12
_11236_,136.06
_09916_,136.03
_06147_,135.86
_03664_,135.83
_12486_,135.76
_12674_,135.75
_11454_,135.735
_07066_,135.635
_04409_,135.615
decode.regfile.registers_14\[26\],135.5
_12600_,135.435
_12701_,135.43
_11096_,135.32
_04415_,135.105
_11174_,134.82
csr._mcycle_T_2\[13\],134.68
net777,134.58
_11446_,134.48
_12578_,134.47
_12538_,134.4
_12634_,134.36
_09505_,134.255
net140,134.2
_06130_,134.14
_11042_,134.04
_11436_,134.04
net213,134.04
_11357_,134.02
_12628_,133.835
_10180_,133.7
_10988_,133.68
_10164_,133.38
csr._csr_read_data_T_8\[31\],133.16
execute.io_reg_pc\[21\],133.09
decode.regfile.registers_7\[25\],132.98
_00560_,132.695
_11026_,132.68
_11273_,132.67
_12487_,132.66
_11179_,132.48
decode.id_ex_rs1_data_reg\[0\],132.47
decode.regfile.registers_16\[22\],132.42
_03787_,132.36
net806,132.36
_03747_,132.3
_10385_,132.29
_03816_,132.21
_12575_,132.19
_10167_,132.14
_10965_,132.14
_12612_,132.14
_07129_,132.01
_13385_,131.96
_10918_,131.93
_12305_,131.88
_12705_,131.86
_12778_,131.84
_09942_,131.82
_10083_,131.805
_11245_,131.77
_06573_,131.64
_07090_,131.415
clknet_leaf_170_clock,131.415
_12072_,131.32
csr.mcycle\[31\],131.26
_03706_,131.085
_11165_,130.965
_09986_,130.96
_09395_,130.88
_11869_,130.88
_11406_,130.8
_11227_,130.77
_03311_,130.76
_03037_,130.66
decode.io_wb_rd\[0\],130.58
decode.id_ex_ex_rs1_reg\[3\],130.44
_03146_,130.3
_10199_,130.3
clknet_leaf_334_clock,130.3
csr.mtip,130.26
net1158,130.07
_04338_,130.06
_07581_,130.04
_11681_,130.02
decode.id_ex_pc_reg\[11\],129.94
_03947_,129.87
_10591_,129.775
_03751_,129.76
_10645_,129.705
net526,129.6
csr._mcycle_T_2\[24\],129.56
_05069_,129.48
_04247_,129.42
execute.csr_read_data_out_reg\[28\],129.26
_03666_,129.2
_03929_,129.155
_05616_,129.13
_12557_,129.09
_06717_,128.96
_03241_,128.9
_03934_,128.86
_06605_,128.86
_13097_,128.86
_03893_,128.7
_11271_,128.67
_04045_,128.64
_09578_,128.6
csr.minstret\[23\],128.58
net1370,128.58
_03593_,128.43
execute.io_reg_pc\[29\],128.34
_12915_,128.3
decode.regfile.registers_14\[24\],128.3
_03727_,128.26
_11253_,128.26
_11344_,128.225
_11145_,128.19
_04280_,128.16
_09286_,128.12
_10376_,128.1
decode.regfile.registers_14\[23\],128.08
_06113_,128.045
_11128_,128.03
_11539_,128.01
_06119_,127.935
net302,127.9
_11263_,127.76
_12822_,127.74
_10509_,127.71
_10733_,127.68
_04358_,127.46
_04018_,127.42
_11202_,127.4
_06571_,127.36
_10427_,127.36
_11997_,127.36
_03582_,127.35
_07859_,127.32
_06784_,127.31
_12826_,127.17
_03159_,127.14
_12862_,127.035
_05681_,127.03
_05424_,126.94
_07235_,126.94
clknet_leaf_70_clock,126.94
_03142_,126.92
_05581_,126.91
_09709_,126.82
_03084_,126.8
_09475_,126.78
_04545_,126.74
_05899_,126.49
_03773_,126.48
_04302_,126.27
_09917_,126.24
net770,126.24
_04410_,126.23
_04284_,126.21
_11378_,126.2
_12183_,126.18
_04272_,126.12
decode.regfile.registers_0\[6\],126.05
_03986_,126.04
_11679_,126.02
_04303_,126.005
_11113_,125.94
_12502_,125.94
_11022_,125.935
_06128_,125.84
_12934_,125.82
_11338_,125.79
decode.regfile.registers_5\[25\],125.77
decode.immGen._imm_T_24\[11\],125.76
decode.regfile.registers_7\[28\],125.74
_04372_,125.59
_11896_,125.58
_12507_,125.53
_10920_,125.52
_10976_,125.51
_12037_,125.5
decode.regfile.registers_11\[20\],125.45
net159,125.44
_09914_,125.42
_09853_,125.415
_12618_,125.29
_00563_,125.235
_13093_,125.2
csr._minstret_T_3\[40\],125.16
_04546_,125.08
_09635_,125.05
_11123_,125.01
_05591_,124.86
_11223_,124.855
_12812_,124.795
_12906_,124.72
_05586_,124.71
clknet_leaf_295_clock,124.71
execute.io_reg_pc\[26\],124.7
_10419_,124.62
_10573_,124.56
_04103_,124.38
_11277_,124.31
execute.io_reg_pc\[5\],124.18
_10730_,124.13
_04376_,123.97
_05618_,123.97
_08072_,123.875
net881,123.86
_03746_,123.82
_00558_,123.655
_03911_,123.58
_11452_,123.58
_09632_,123.55
_09836_,123.34
_03957_,123.3
csr._minstret_T_3\[47\],123.05
_04509_,122.925
csr._csr_read_data_T_8\[5\],122.82
clknet_leaf_168_clock,122.69
_05417_,122.66
_09809_,122.63
_04298_,122.585
_11017_,122.44
_04378_,122.33
_05585_,122.32
execute.csr_read_data_out_reg\[0\],122.26
clknet_leaf_9_clock,122.195
_03971_,122.18
_09417_,122.18
csr._csr_read_data_T_8\[22\],121.96
_05168_,121.88
_13055_,121.88
_10387_,121.86
_12605_,121.82
net143,121.82
csr._mcycle_T_2\[23\],121.805
_05925_,121.8
decode.regfile.registers_2\[18\],121.77
_12606_,121.72
_12837_,121.67
_08979_,121.62
_13002_,121.53
_09866_,121.28
_07426_,121.16
csr.io_csr_address\[11\],121.1
_11138_,121.09
_07236_,121.08
_09264_,121.05
_03616_,121.02
_11367_,121.02
_04149_,121.01
_05588_,120.95
_09263_,120.93
_02187_,120.925
_07093_,120.9
_05226_,120.88
csr._minstret_T_3\[46\],120.81
_07091_,120.795
_12933_,120.78
_12558_,120.72
_03275_,120.7
_10628_,120.56
_12814_,120.56
_05540_,120.3
_06149_,120.28
_05611_,120.2
decode.id_ex_imm_reg\[28\],120.18
_12620_,120.14
_12515_,120.09
_05664_,119.96
_13091_,119.905
_03687_,119.895
_09679_,119.88
_11244_,119.84
_12377_,119.83
csr._csr_read_data_T_8\[24\],119.81
_12698_,119.75
execute.csr_read_data_out_reg\[31\],119.74
_11232_,119.65
_04100_,119.62
_05977_,119.54
clknet_leaf_359_clock,119.46
_09758_,119.44
_05541_,119.42
_05933_,119.42
_11148_,119.4
net142,119.32
_06109_,119.28
clknet_leaf_340_clock,119.24
_07234_,119.23
decode.regfile.registers_12\[16\],119.18
net2158,119.18
_10474_,119.1
_03797_,119
_10027_,118.975
_03555_,118.92
_12702_,118.72
_09471_,118.6
decode.control.io_funct7\[6\],118.54
_06592_,118.51
decode.regfile.registers_9\[28\],118.49
_12965_,118.48
_06082_,118.46
_11261_,118.44
net2774,118.44
_00556_,118.385
clknet_leaf_326_clock,118.38
decode.regfile.registers_8\[24\],118.32
decode.regfile.registers_13\[16\],118.16
decode.regfile.registers_16\[25\],118.15
_08107_,118
_04145_,117.94
_06833_,117.84
_04087_,117.82
_05617_,117.8
_08972_,117.78
_12695_,117.74
clknet_leaf_87_clock,117.62
_09880_,117.6
decode.id_ex_pc_reg\[12\],117.54
execute.io_reg_pc\[0\],117.53
_12567_,117.46
_04899_,117.375
_06034_,117.36
net215,117.32
_10020_,117.3
net2754,117.3
_03774_,117.27
_08055_,117.16
decode.id_ex_imm_reg\[30\],117.08
_03656_,116.94
_10434_,116.83
execute.io_reg_pc\[23\],116.74
clknet_leaf_200_clock,116.72
_11249_,116.69
_06132_,116.66
_04251_,116.64
_07392_,116.48
_03463_,116.37
_12132_,116.32
_03495_,116.31
_11892_,116.3
_03662_,116.28
clknet_leaf_342_clock,116.28
_11571_,116.2
execute.csr_read_data_out_reg\[2\],116.14
csr.mcycle\[25\],116.115
_13045_,116.02
_11564_,115.96
_04316_,115.88
decode.regfile.registers_10\[25\],115.795
_00689_,115.755
_03258_,115.71
_10999_,115.7
_05231_,115.62
_10431_,115.59
_13219_,115.53
_10929_,115.5
_04027_,115.48
_04627_,115.47
decode.id_ex_imm_reg\[31\],115.4
clknet_leaf_155_clock,115.32
decode.regfile.registers_10\[22\],115.3
_05665_,115.22
_12679_,115.2
_08078_,115.18
_05903_,115.16
_12188_,115.16
_03768_,115.14
_10481_,115.07
decode.id_ex_ex_rs1_reg\[2\],115.07
_05222_,115.05
_09622_,115.05
_06105_,115.02
_07682_,114.98
_12528_,114.95
_09766_,114.93
_10012_,114.92
_11098_,114.82
decode.id_ex_rs2_data_reg\[0\],114.78
_03081_,114.72
_13099_,114.68
_11088_,114.66
_11222_,114.62
_08081_,114.6
_09419_,114.6
_03465_,114.58
_11704_,114.56
_06579_,114.52
_11325_,114.39
csr.mcycle\[21\],114.38
_10255_,114.31
_12768_,114.3
decode.regfile.registers_11\[26\],114.29
_08113_,114.23
_11646_,114.17
_10153_,114.155
_12771_,114.135
_12572_,114.1
_05813_,113.81
net199,113.7
_11041_,113.64
_11756_,113.54
_03785_,113.5
_05554_,113.5
execute.io_mem_rd\[1\],113.5
csr._minstret_T_3\[37\],113.44
decode.id_ex_imm_reg\[24\],113.41
net2798,113.32
_10494_,113.17
_05416_,113.155
csr._mcycle_T_2\[5\],113.14
_04181_,113.12
csr.minstret\[22\],113.06
_03047_,112.98
_12791_,112.97
clknet_leaf_33_clock,112.96
_10299_,112.9
clknet_leaf_97_clock,112.86
clknet_leaf_196_clock,112.78
_05228_,112.73
_10106_,112.72
clknet_leaf_17_clock,112.68
_00662_,112.585
_05801_,112.515
_05691_,112.48
csr.minstret\[28\],112.465
_06572_,112.38
_06153_,112.28
decode.regfile.registers_14\[25\],112.26
execute.io_reg_pc\[15\],112.23
_11228_,112.11
csr.mcycle\[11\],112.055
_09799_,112.05
_07889_,111.84
_12364_,111.78
_08066_,111.68
_11871_,111.58
decode.regfile.registers_11\[16\],111.56
_11854_,111.52
csr._minstret_T_3\[54\],111.52
execute.io_reg_pc\[22\],111.51
execute.csr_read_data_out_reg\[25\],111.48
decode.id_ex_pc_reg\[13\],111.45
_13087_,111.42
_07714_,111.41
_09472_,111.29
csr._minstret_T_3\[39\],111.28
_09534_,111.26
decode.regfile.registers_11\[23\],111.2
_04468_,111.16
decode.regfile.registers_25\[4\],111.09
_06050_,110.98
_11287_,110.92
csr._minstret_T_3\[61\],110.82
csr._minstret_T_3\[43\],110.76
_03480_,110.7
_07566_,110.64
_10440_,110.57
_03769_,110.47
net1093,110.44
decode.immGen._imm_T_24\[1\],110.28
_10941_,110.23
_11102_,110.23
decode.regfile.registers_14\[27\],110.23
decode.regfile.registers_9\[6\],110.09
_12806_,109.97
_05412_,109.96
_05569_,109.96
_05227_,109.94
csr.minstret\[31\],109.93
_08880_,109.91
_07893_,109.9
decode.regfile.registers_9\[30\],109.87
_12076_,109.78
_11008_,109.77
_08087_,109.72
_11327_,109.64
_03073_,109.56
clknet_leaf_325_clock,109.52
_11761_,109.45
_05060_,109.34
_05217_,109.31
clknet_leaf_195_clock,109.3
clknet_leaf_305_clock,109.28
_11180_,109.265
_08101_,109.26
_06143_,109.24
_09462_,109.23
_05443_,109.22
_08053_,109.14
decode.regfile.registers_9\[18\],109.14
_12493_,109.13
_03129_,109.08
_04420_,109.055
decode.regfile.registers_12\[25\],108.98
_06101_,108.82
decode.regfile.registers_4\[14\],108.78
_06134_,108.76
_04424_,108.75
execute.io_reg_pc\[27\],108.67
csr.io_csr_address\[10\],108.64
_06117_,108.56
net261,108.5
clknet_leaf_247_clock,108.415
_03482_,108.3
decode.immGen._imm_T_10\[0\],108.2
decode.id_ex_aluop_reg\[1\],108.14
_08646_,108.12
_03796_,108.11
_06145_,108.1
csr._csr_read_data_T_8\[29\],108.095
_05561_,108.04
execute.csr_read_data_out_reg\[4\],108.04
_10705_,108.02
clknet_leaf_202_clock,107.98
_12725_,107.975
decode.regfile.registers_9\[1\],107.95
_03493_,107.86
_10627_,107.78
clknet_leaf_252_clock,107.72
csr._minstret_T_3\[49\],107.66
_11075_,107.64
csr.mcycle\[12\],107.62
_09004_,107.6
_10210_,107.6
_12687_,107.515
clknet_leaf_186_clock,107.5
_00000_,107.45
_03983_,107.23
_09947_,107.22
clknet_leaf_333_clock,107.155
net138,107.04
net154,107.04
csr.io_mret_vector\[1\],107.03
_12653_,106.94
net309,106.92
_12221_,106.835
_11259_,106.82
_05887_,106.775
_07758_,106.765
decode.regfile.registers_9\[31\],106.73
decode.regfile.registers_3\[18\],106.71
_00568_,106.69
decode.regfile.registers_9\[24\],106.66
execute.csr_read_data_out_reg\[3\],106.65
decode.id_ex_immsrc_reg,106.61
csr._csr_read_data_T_8\[6\],106.48
_04281_,106.375
net157,106.22
_07901_,106.1
_04000_,106.02
_09795_,105.965
_11206_,105.965
_08051_,105.92
_12694_,105.9
decode.regfile.registers_11\[18\],105.66
decode.regfile.registers_3\[28\],105.66
_08977_,105.64
_06151_,105.56
clknet_leaf_346_clock,105.46
_05579_,105.38
_06111_,105.35
_04065_,105.32
_04252_,105.28
_11491_,105.27
_10912_,105.16
decode.regfile.registers_2\[22\],105.16
net206,105.03
_04356_,105
_08049_,105
clknet_leaf_28_clock,105
_12269_,104.98
csr._minstret_T_3\[44\],104.95
_03064_,104.9
_06990_,104.74
clknet_leaf_226_clock,104.6
csr.mcycle\[28\],104.59
_00661_,104.565
_07397_,104.5
_07596_,104.44
_08074_,104.42
_04318_,104.4
_06014_,104.36
_04267_,104.34
_11744_,104.32
_05555_,104.285
_09374_,104.15
_08990_,104.135
_05556_,104.12
decode.regfile.registers_9\[5\],104.12
_10706_,104.1
decode.regfile.registers_23\[24\],104.1
clknet_leaf_285_clock,104.1
decode.regfile.registers_26\[28\],104.06
